map_id,org_id
0,11613719
1,12880188
2,13646040
3,13422786
4,14390985
5,16167057
6,20209779
7,21248268
8,21292934
9,23784338
10,23231085
11,27412359
12,27233816
13,27534852
14,27535051
15,27734808
16,27872709
17,27713293
18,27744769
19,27881233
20,27909415
21,27943824
22,27941439
23,28121499
24,28331007
25,28345133
26,13415854
27,13742111
28,13815856
29,13853734
30,13859817
31,13884500
32,14849561
33,15125918
34,15162738
35,20897645
36,10271433
37,10574821
38,12749408
39,14360958
40,19683289
41,19415538
42,20043316
43,20306779
44,20321194
45,20871126
46,20909633
47,21113013
48,20892864
49,21764199
50,21926704
51,22202897
52,23752210
53,24347400
54,24546356
55,24771673
56,26348000
57,27197356
58,27599435
59,27682491
60,11562107
61,11589060
62,11547027
63,11565736
64,11591530
65,11565409
66,11597945
67,11549020
68,11605569
69,11640805
70,16191164
71,16510401
72,17082060
73,18039706
74,18943268
75,19037016
76,12983466
77,13459627
78,13782831
79,13640361
80,13808425
81,13861811
82,18843490
83,18664901
84,18781648
85,20956757
86,21112584
87,26568291
88,26830321
89,26940417
90,26684928
91,26908517
92,27391604
93,26960698
94,27126309
95,27741733
96,27715795
97,27779703
98,27750278
99,27790779
100,27666434
101,27701653
102,27801401
103,27810739
104,27784937
105,27725448
106,27888698
107,11428653
108,14597626
109,14876290
110,16557013
111,16757679
112,18896570
113,20089361
114,19938055
115,22124621
116,24328912
117,24503828
118,24264338
119,25252947
120,25620250
121,25896031
122,26377694
123,27353904
124,27502847
125,27645591
126,27610678
127,27965033
128,28006215
129,28001443
130,28043341
131,28053585
132,28526174
133,28526224
134,11262059
135,11782772
136,11949686
137,12293104
138,12749504
139,12631115
140,12842149
141,12783006
142,13905617
143,14211697
144,14568794
145,15319957
146,15298284
147,15841082
148,15815515
149,16201412
150,16118941
151,16297979
152,16334416
153,15956043
154,16627230
155,11917878
156,13853689
157,13921096
158,14136969
159,15236481
160,16020917
161,13626647
162,14580424
163,13587647
164,15453423
165,16805930
166,17290037
167,17556649
168,17853885
169,18009035
170,18136916
171,17141909
172,18894290
173,19269579
174,19961153
175,20285870
176,21037847
177,22684813
178,27204497
179,27185101
180,27677885
181,28428769
182,13775496
183,13803953
184,13763018
185,13920897
186,15065494
187,15995541
188,14361909
189,16076116
190,16316778
191,16602038
192,16529929
193,16757717
194,18235787
195,18750423
196,21097277
197,23706648
198,13888651
199,14077417
200,14077484
201,14467286
202,14951887
203,16076977
204,24108883
205,10491732
206,12785645
207,13361746
208,10312393
209,13295265
210,17670160
211,17713541
212,18175112
213,18301073
214,20250039
215,23913465
216,15607495
217,16644280
218,16742829
219,16597626
220,17266097
221,17326810
222,17410032
223,17396586
224,17431489
225,17389358
226,17456185
227,17425120
228,17432981
229,17397223
230,17546828
231,17469349
232,17559483
233,17398163
234,17451428
235,17805060
236,17800080
237,17893998
238,17871921
239,17746489
240,17803993
241,17879492
242,17881741
243,17771750
244,17948361
245,17761718
246,17851902
247,17974398
248,18122012
249,18177382
250,18265731
251,18273183
252,18692725
253,18684352
254,18684455
255,18698123
256,18663566
257,18698145
258,18732234
259,18868800
260,18831089
261,19016807
262,19076858
263,19102386
264,19199426
265,19190087
266,19245245
267,19146441
268,19351851
269,19355551
270,19352717
271,19363669
272,19514558
273,19514613
274,19515030
275,19512486
276,19712228
277,19888119
278,20220771
279,20074652
280,20062154
281,20062161
282,20339572
283,20187992
284,20255550
285,20389549
286,20309404
287,20476958
288,20500249
289,20448656
290,20444769
291,20456839
292,20820593
293,20996559
294,20998615
295,21046925
296,21057108
297,21192676
298,21047183
299,21009569
300,21047321
301,21313388
302,21564998
303,21544758
304,21544760
305,21635507
306,21860386
307,22125731
308,22090751
309,22099280
310,22184054
311,22164880
312,22099233
313,22137917
314,22149203
315,22401431
316,22177035
317,22801653
318,23112549
319,22930307
320,23091517
321,23194916
322,23196335
323,22998440
324,22831772
325,22823693
326,23500363
327,23573371
328,23647549
329,23764065
330,24073496
331,23846676
332,16481288
333,16609783
334,16630764
335,16574553
336,16616146
337,16658761
338,16710881
339,16757666
340,16501922
341,16789899
342,16696573
343,16861619
344,16818293
345,16861808
346,16868938
347,16861694
348,16868620
349,16860972
350,16788420
351,16789912
352,16919651
353,16955955
354,16991686
355,16923794
356,16919893
357,16976929
358,16923808
359,16988063
360,17128796
361,16147771
362,16903581
363,18493716
364,27324963
365,27674173
366,27959720
367,28641277
368,27854030
369,13806998
370,13984797
371,15416040
372,16798638
373,18614615
374,26467379
375,26271526
376,27467601
377,27638561
378,27715070
379,27725019
380,27745189
381,27759447
382,27717519
383,27701350
384,27869012
385,27892045
386,14003679
387,14141380
388,18107070
389,18083466
390,18037752
391,19167724
392,18276033
393,20031877
394,14464144
395,14449702
396,14480379
