10026714,salon,1204365600,owner1092661,1.0,1.0,
10005530,drama,1205234100,owner1151325,0.5,0.5,
10005523,drama,1205925300,owner1151325,0.6666666865348816,0.6666666865348816,
10042968,exhibition,1206090000,owner1800604,0.25,0.25,
10048257,salon,1207202400,owner1168753,0.25,0.25,
10053230,others,1207481400,owner1032588,0.20000000298023224,0.20000000298023224,
10060439,others,1207983600,owner1032588,0.4000000059604645,0.4000000059604645,
10041328,salon,1208070000,owner1060617,0.1666666716337204,0.1666666716337204,
10061030,salon,1208584800,owner1092661,0.1428571492433548,0.1428571492433548,
10090117,salon,1211608800,owner1092661,1.0,1.0,
10110863,exhibition,1211961600,owner1800604,0.5,0.5,
10134030,salon,1213700400,owner1029207,0.3333333432674408,0.3333333432674408,
10175007,party,1217638800,owner1430262,1.0,1.0,
10195133,salon,1218623400,owner1092661,0.5,0.5,
10194057,exhibition,1218772800,owner1669253,0.3333333432674408,0.3333333432674408,
10189855,exhibition,1218873600,owner1160851,0.25,0.25,
10245623,salon,1220663700,owner1029207,0.25,0.25,
10209423,drama,1220679000,owner1430262,0.20000000298023224,0.20000000298023224,
10181840,exhibition,1221616800,owner1498713,0.3333333432674408,0.3333333432674408,
10257864,salon,1221890400,owner1092661,0.25,0.25,
10263215,exhibition,1222401600,owner1669253,0.20000000298023224,0.20000000298023224,
10271518,music,1222405200,owner2812676,0.1666666716337204,0.1666666716337204,
10279427,salon,1223101800,owner1092661,0.2857142984867096,0.2857142984867096,
10294072,party,1223168400,owner1232220,0.125,0.125,
10305698,commonweal,1223697600,owner1417696,0.1428571492433548,0.1428571492433548,
10362155,salon,1226053800,owner1029207,0.5,0.5,
10393571,salon,1229148000,owner1092661,1.0,1.0,
10426914,salon,1230962400,owner1092661,1.0,1.0,
10457492,others,1231327800,owner1032588,0.3333333432674408,0.3333333432674408,
10447077,drama,1231660800,owner1032588,0.5,0.5,
10472001,travel,1233673200,owner2812676,0.3333333432674408,0.3333333432674408,
10400853,commonweal,1234548000,owner1160851,0.5,0.5,
10494886,salon,1234677600,owner1197515,0.3333333432674408,0.3333333432674408,
10586871,salon,1238029200,owner1029207,1.0,1.0,
10524382,music,1238756400,owner1283611,0.5,0.5,
10611287,salon,1239174000,owner1400241,0.3333333432674408,0.3333333432674408,
10111368,salon,1239341400,owner1430262,0.25,0.25,
10619407,salon,1240120800,owner1197515,0.20000000298023224,0.20000000298023224,
10660926,others,1240448400,owner1168753,0.1666666716337204,0.1666666716337204,
10645477,music,1240830000,owner1283611,0.3333333432674408,0.3333333432674408,
10679883,music,1241090100,owner1283611,0.4285714328289032,0.4285714328289032,
10635611,salon,1241242200,owner1430262,0.25,0.25,
10713771,music,1242300600,owner1283611,0.5,0.5,
10539623,music,1242904500,owner1283611,0.6666666865348816,0.6666666865348816,
10729047,party,1243058400,owner2959161,0.1666666716337204,0.1666666716337204,
10714660,others,1243148400,owner1032588,0.1428571492433548,0.1428571492433548,
10740457,salon,1243477800,owner1197515,0.1428571492433548,0.1428571492433548,
10765565,music,1244714400,owner1283611,0.5,0.5,
10796750,salon,1245238200,owner1389319,0.1666666716337204,0.1666666716337204,
10798520,salon,1246082400,owner1197515,0.5,0.5,
10783235,party,1247223600,owner3900262,0.25,0.25,
10896436,salon,1248253200,owner1389319,0.3333333432674408,0.3333333432674408,
10905057,salon,1248501600,owner1197515,0.5,0.5,
10933221,others,1248940800,owner1060617,0.25,0.25,
10916125,party,1248948900,owner2959161,0.20000000298023224,0.20000000298023224,
10718337,party,1249120800,owner4086774,0.1666666716337204,0.1666666716337204,
10941101,party,1249640100,owner2959161,0.2857142984867096,0.2857142984867096,
10958906,party,1250247600,owner2959161,0.4285714328289032,0.4285714328289032,
10960406,party,1250312400,owner4198073,0.125,0.125,
10967487,salon,1250578800,owner1400241,0.1111111119389534,0.1111111119389534,
10975209,salon,1250661600,owner500366,0.10000000149011612,0.10000000149011612,
10990282,exhibition,1250924400,owner500139,0.09090909361839294,0.09090909361839294,
11007508,others,1251165600,owner1400241,0.1818181872367859,0.1818181872367859,
10998874,salon,1251525600,owner4922094,0.09090909361839294,0.09090909361839294,
11036156,salon,1252216800,owner4922094,0.2222222238779068,0.2222222238779068,
10985191,party,1252537200,owner500366,0.2222222238779068,0.2222222238779068,
11016794,film,1252666800,owner500101,0.10000000149011612,0.10000000149011612,
10882770,party,1252724400,owner3900262,0.09090909361839294,0.1666666716337204,
11037967,salon,1252821600,owner500366,0.23076923191547394,0.2142857164144516,
11038111,salon,1252821600,owner4922094,0.23076923191547394,0.2142857164144516,
11072079,travel,1253026800,owner1232220,0.0833333358168602,0.07692307978868484,
11062015,party,1253354400,owner500507,0.09090909361839294,0.0833333358168602,
11024685,party,1253358000,owner4198073,0.07692307978868484,0.0714285746216774,
