map_id,org_id
0,26237925
1,26735271
2,26061626
3,26899198
4,26982740
5,27060302
6,27043918
7,27255679
8,27295954
9,26403325
10,27055189
11,26552172
12,26482533
13,27169962
14,27318656
15,27309217
16,27288509
17,27424556
18,27448608
19,27030641
20,27476861
21,27182335
22,27471959
23,27174148
24,27501142
25,27551912
26,27786388
27,27867325
28,27833906
29,27936808
30,26230196
31,27313961
32,27933862
33,27874398
34,27927478
35,27921614
36,27859013
37,27958730
38,28026383
39,28026562
40,28225116
41,27549205
42,27577674
43,27626675
44,27597195
45,27735030
46,27862094
47,27881651
48,27902326
49,27903364
50,27980462
51,27931285
52,28022914
53,27940152
54,27162936
55,28170606
56,27073293
57,28219072
58,27502097
59,27566410
60,27603507
61,27747810
62,27831793
63,27935017
64,27828811
65,27876642
66,27708900
67,27170255
68,27372292
69,26907700
70,27638521
71,27700512
72,26847058
73,27680425
74,27680380
75,27754372
76,27632016
77,27781333
78,27620869
79,26885041
80,27862730
81,27638291
82,27926401
83,27933244
84,27932985
85,27895414
86,26375658
87,27647041
88,27896505
89,27952561
90,27878125
91,28008738
92,28008717
93,28009341
94,27809983
95,27817979
96,27972358
97,27906175
98,27809916
99,27976761
100,28242563
101,28266519
102,28151895
103,26959306
104,28265354
105,27977240
106,28307136
107,28329178
108,28307219
109,28115331
110,28187339
111,28139748
112,28429945
113,28116756
114,28286199
115,28292000
116,27977843
117,28160116
118,28062085
119,28106041
120,28090896
121,28444457
122,28448702
123,28249347
124,28116909
125,28317434
126,27558462
127,27742331
128,27805163
129,27180078
130,27905025
131,27900723
132,27827701
133,27903436
134,27979961
135,28138062
136,28288998
137,28337355
138,28318010
139,28033336
140,28308590
141,28385656
142,27725514
143,27086438
144,27735854
145,28167929
146,28012921
147,28191640
148,28020423
149,28024632
150,28354101
151,28315189
152,27696259
153,27630445
154,27756396
155,27914915
156,27801213
157,27761318
158,27960906
159,27834588
160,28463225
161,27428349
162,27540910
163,27638454
164,27656364
165,27655600
166,27657350
167,26724802
168,27728597
169,27758101
170,27728627
171,27720625
172,27878468
173,27921051
174,27889120
175,27923582
176,27844502
177,27725855
178,27612932
179,27684869
180,27812941
181,27852561
182,27925520
183,27943966
184,28010249
185,28333329
186,28399959
187,28448416
188,25422694
189,26386876
190,26894820
191,27074807
192,27344012
193,27296421
194,27661298
195,27312195
196,27410688
197,27929105
198,27991806
199,27929455
200,27929174
201,27929418
202,27926448
203,27927051
204,27664890
205,27681957
206,27597272
207,27711757
208,27705461
209,27705591
210,27746823
211,27727743
212,27725482
213,27727715
214,27779355
215,27829673
216,27856151
217,27855556
218,27854742
219,27854996
220,27873294
221,27873327
222,27855836
223,27856283
224,27866987
225,27854480
226,27854612
227,27884946
228,27917167
229,27923194
230,27932737
231,27965107
232,27964198
233,27964257
234,28020008
235,28052371
236,28130591
237,28159295
238,28167305
239,28206583
240,28215424
241,28238247
242,28327792
243,28379963
244,28391041
245,28400063
246,28403319
247,27559484
248,28126791
249,28162729
250,28163027
251,28171742
252,28205904
253,28231789
254,28221308
255,28240316
256,28289406
257,28150219
258,28342313
259,28445962
260,28445994
261,28446113
262,28446192
263,28446027
264,28446057
265,28446153
266,28446083
267,28463988
268,28462574
269,28462583
270,25784463
271,25666563
272,26124798
273,26159477
274,26172551
275,26184387
276,26603270
277,26787552
278,27094352
279,27621464
280,27976315
281,27929063
282,27674541
283,27933118
284,27897574
285,27861919
286,27920570
287,27897530
288,28140290
289,28156212
290,28422669
291,28400858
292,28257762
293,27675730
294,27809301
295,27972502
296,27973800
297,27966238
298,27973858
299,28017908
300,27973865
301,27973875
302,27972525
303,27973835
304,27972668
305,28017778
306,27990891
307,28007518
308,27973848
309,27966247
310,28201302
311,28281830
312,28281845
313,28281803
314,28232279
315,28253724
316,28255985
317,28253786
318,28201508
319,28258001
320,28258075
321,28256828
322,28258199
323,28372467
324,28261014
325,28258474
326,28261900
327,28372398
328,28372430
329,27899948
330,27898764
331,27889923
332,27943254
333,27943449
334,27943483
335,27943411
336,27905276
337,27991965
338,27991212
339,27717871
340,27731272
341,27897151
342,27826844
343,28306321
344,28438401
345,28147087
346,28203592
347,28176118
348,28228956
349,28144926
350,28249881
351,28270317
352,28251095
353,28258872
354,28311543
355,27720085
356,27745754
357,27742931
358,27839501
359,27815742
360,27865077
361,27850088
362,27951196
363,27962856
364,27993845
365,27923494
366,28038591
367,27977685
368,27968689
369,28018471
370,27975517
371,28065790
372,28143652
373,28175056
374,28250994
375,28258639
376,28355794
377,28405599
378,28099015
379,27507589
380,27701892
381,27873901
382,27874075
383,27873543
384,27873934
385,27873614
386,27846381
387,27873476
388,28166381
389,28166349
390,28166370
391,28173346
392,28172406
393,28253652
394,28330873
395,28385579
396,28422677
397,25764290
398,26480419
399,26637268
400,26425601
401,26718669
402,26104110
403,27453207
404,27502146
405,27549826
406,27723417
407,27802567
408,27810940
409,27887645
410,28256636
411,28348841
412,27785951
413,27795195
414,27855736
415,27855639
416,26972592
417,27617172
418,27667207
419,27842015
420,27847455
421,27893550
422,27904950
423,27918173
424,27930727
425,27933786
426,27886424
427,27871174
428,27899620
429,27877610
430,27433467
431,27337773
432,28007396
433,27635859
434,27086467
435,27551694
436,27761856
437,27835088
438,27079885
439,27886709
440,27914058
441,27180508
442,27740855
443,27664401
444,27246534
445,27412429
446,27913353
447,27773211
448,27703104
449,27726352
450,27728539
451,27837106
452,27894658
453,27942724
454,27911599
455,27984582
456,27968120
457,27995269
458,27818176
459,27963524
460,28026356
461,28026527
462,27776846
463,28382467
464,28385101
465,28433628
466,28199885
467,28412813
468,28245708
469,28411427
470,28450492
471,28167748
472,28378352
473,27566520
474,27609282
475,27918800
476,28042757
477,28041436
478,28064714
